title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	description.1	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	cell type:ch1	genotype/variation:ch1
RNAseq FMR1_WT_stemcell_A01	GSM4299690	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: ESCs	genotype/variation: FMR1y/+ hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051165	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687199	NONE	ESCs	FMR1y/+ hPSCs
RNAseq FMR1_WT_stemcell_A02	GSM4299691	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: ESCs	genotype/variation: FMR1y/+ hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051164	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687200	NONE	ESCs	FMR1y/+ hPSCs
RNAseq FMR1_WT_stemcell_A03	GSM4299692	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: ESCs	genotype/variation: FMR1y/+ hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051163	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687201	NONE	ESCs	FMR1y/+ hPSCs
RNAseq FMR1_WT_stemcell_A04	GSM4299693	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: ESCs	genotype/variation: FMR1y/+ hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051162	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687202	NONE	ESCs	FMR1y/+ hPSCs
RNAseq FMR1_WT_stemcell_A06	GSM4299694	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: ESCs	genotype/variation: FMR1y/+ hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051161	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687203	NONE	ESCs	FMR1y/+ hPSCs
RNAseq Trisomy21_neuron_E03	GSM4299695	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: iPSC derived neurons	genotype/variation: Trisomy21 neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051160	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687204	NONE	iPSC derived neurons	Trisomy21 neurons
RNAseq Trisomy21_neuron_E05	GSM4299696	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: iPSC derived neurons	genotype/variation: Trisomy21 neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051159	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687205	NONE	iPSC derived neurons	Trisomy21 neurons
RNAseq Trisomy21_neuron_F06	GSM4299697	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: iPSC derived neurons	genotype/variation: Trisomy21 neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051158	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687206	NONE	iPSC derived neurons	Trisomy21 neurons
RNAseq Trisomy21_neuron_G01	GSM4299698	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: iPSC derived neurons	genotype/variation: Trisomy21 neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051157	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687207	NONE	iPSC derived neurons	Trisomy21 neurons
RNAseq Trisomy21_neuron_G02	GSM4299699	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	neurons	Homo sapiens	cell type: iPSC derived neurons	genotype/variation: Trisomy21 neurons	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051156	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687208	NONE	iPSC derived neurons	Trisomy21 neurons
RNAseq Trisomy21_stemcell_C01	GSM4299700	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: iPSCs	genotype/variation: Trisomy21 hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051154	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687209	NONE	iPSCs	Trisomy21 hPSCs
RNAseq Trisomy21_stemcell_C02	GSM4299701	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: iPSCs	genotype/variation: Trisomy21 hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051153	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687210	NONE	iPSCs	Trisomy21 hPSCs
RNAseq Trisomy21_stemcell_C03	GSM4299702	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: iPSCs	genotype/variation: Trisomy21 hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051152	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687211	NONE	iPSCs	Trisomy21 hPSCs
RNAseq Trisomy21_stemcell_C04	GSM4299703	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: iPSCs	genotype/variation: Trisomy21 hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051151	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687212	NONE	iPSCs	Trisomy21 hPSCs
RNAseq Trisomy21_stemcell_C06	GSM4299704	Public on Aug 05 2022	Feb 06 2020	Aug 05 2022	SRA	1	hPSCs	Homo sapiens	cell type: iPSCs	genotype/variation: Trisomy21 hPSCs	All hPSCs were grown and maintained in mTeSR medium on geltrex coated plates; hPSC derived neurons were generated by transduction with Ngn2 ectopic expression constructs with the addition of SMAD inhibitors, WNT inhibitors and neurotrophins.	total RNA	For RNAseq, RNA was extracted using the AllPrep DNA/RNA/miRNA universal kit (Qiagen). For eCLIP-seq, cells were UV crosslinked, lysed, sonicated and treated with RNAse I followed by IP, processing and reverse transcripion using AffinityScript. cDNAs were adaptor ligated.	For RNAseq, libraries were prepared using the Illumina TruSeq HS Stranded Total RNA kit with Ribo-Zero Gold for rRNA depletion. For eCLIP-seq, libraries were generated using Q5 PCR mix.	9606	counts_raw-2019-12-06.csv	counts_tpm-2019-12-06.csv	Sequenced reads were assessed for low-quality sequence, then mapped against the GRCh38_98 transcriptome where reads were quantified at the transcript level using Salmon	Transcript-level abundance estimates  from Salmon were collapsed to gene-leve estimates and  converted to raw count values using the R Bioconductor package tximport	Differentially expressed genes were identified using the R Bioconductor package DESeq2	Genome_build: GRCh38.90	Supplementary_files_format_and_content: comma separated file of raw count matrix where columns correspond to samples and rows correspond to genes; comma separated file of transcript per million counts where columns correspond to samples and rows correspond to genes	GPL16791	VICTOR,,BARRERA BURGOS	Bioinformatics Core	Biostatistics	Harvard School of Public Health	Landmark 401 Park Drive 3 East	Boston	Massachusetts	02115	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14051191	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX7687213	NONE	iPSCs	Trisomy21 hPSCs
