title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	description.1	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	genotype/variation:ch1	tissue:ch1
Trisomy_18 [16003]	GSM3144778	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 18 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 18	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16003	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216600	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091755	NONE	Trisomy 18	blastocyst
Trisomy_18 [16004]	GSM3144779	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 18 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 18	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16004	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216599	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091756	NONE	Trisomy 18	blastocyst
Trisomy_19 [16478]	GSM3144780	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 19 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 19	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16478	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216598	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091757	NONE	Trisomy 19	blastocyst
Trisomy_19 [16791]	GSM3144781	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 19 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 19	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16791	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216665	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091758	NONE	Trisomy 19	blastocyst
Trisomy_2 [16740]	GSM3144782	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 2 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 2	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16740	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216570	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091759	NONE	Trisomy 2	blastocyst
Trisomy_2 [16798]	GSM3144783	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 2 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 2	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16798	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216569	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091760	NONE	Trisomy 2	blastocyst
Trisomy_20 [16481]	GSM3144784	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 20 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 20	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16481	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216568	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091761	NONE	Trisomy 20	blastocyst
Trisomy_20 [16605]	GSM3144785	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 20 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 20	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16605	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216664	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091762	NONE	Trisomy 20	blastocyst
Trisomy_21 [15283]	GSM3144786	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 21 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 21	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	15283	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216663	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091763	NONE	Trisomy 21	blastocyst
Trisomy_21 [15284]	GSM3144787	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 21 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 21	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	15284	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216662	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091764	NONE	Trisomy 21	blastocyst
Trisomy_21 [16001]	GSM3144788	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 21 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 21	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16001	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216661	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091765	NONE	Trisomy 21	blastocyst
Trisomy_22 [15096]	GSM3144789	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 22 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 22	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	15096	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216660	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091766	NONE	Trisomy 22	blastocyst
Trisomy_22 [15098]	GSM3144790	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 22 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 22	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	15098	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216659	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091767	NONE	Trisomy 22	blastocyst
Trisomy_3 [16418]	GSM3144791	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 3 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 3	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16418	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216658	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091768	NONE	Trisomy 3	blastocyst
Trisomy_3 [16434]	GSM3144792	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 3 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 3	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16434	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216657	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091769	NONE	Trisomy 3	blastocyst
Trisomy_3 [16783]	GSM3144793	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 3 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 3	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16783	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216656	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091770	NONE	Trisomy 3	blastocyst
Trisomy_4 [16606]	GSM3144794	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 4 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 4	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16606	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216655	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091771	NONE	Trisomy 4	blastocyst
Trisomy_4 [16746]	GSM3144795	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 4 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 4	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16746	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216654	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091772	NONE	Trisomy 4	blastocyst
Trisomy_5 [16463]	GSM3144796	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 5 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 5	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16463	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216653	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091773	NONE	Trisomy 5	blastocyst
Trisomy_5 [16770]	GSM3144797	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 5 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 5	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16770	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216652	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091774	NONE	Trisomy 5	blastocyst
Trisomy_6 [16727]	GSM3144798	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 6 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 6	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16727	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216651	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091775	NONE	Trisomy 6	blastocyst
Trisomy_6 [16747]	GSM3144799	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 6 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 6	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16747	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216650	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091776	NONE	Trisomy 6	blastocyst
Trisomy_7 [16477]	GSM3144800	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 7 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 7	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16477	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216649	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091777	NONE	Trisomy 7	blastocyst
Trisomy_7 [16732]	GSM3144801	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 7 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 7	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16732	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216648	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091778	NONE	Trisomy 7	blastocyst
Trisomy_8 [16420]	GSM3144802	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 8 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 8	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16420	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216647	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091779	NONE	Trisomy 8	blastocyst
Trisomy_8 [16432]	GSM3144803	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 8 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 8	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16432	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216646	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091780	NONE	Trisomy 8	blastocyst
Trisomy_9 [16466]	GSM3144804	Public on May 17 2018	May 16 2018	May 17 2018	SRA	1	Trisomy 9 embryo	Homo sapiens	tissue: blastocyst	genotype/variation: Trisomy 9	total RNA	SMARTer v4 Ultra Low kit.	Low Input Library prep, Clontech.	9606	16466	Processed data file: SuppTable7-Gene-Expression-Table.xlsx	STAR/2.5 aligner against hg19 reference.	Gene counting against hg19 reference utilizing featureCounts/1.5.3.	Normalization of raw counts and DE test utilizing DESeq2/3.5.	Genome_build: hg19 (GRCh37)	Supplementary_files_format_and_content: SuppTable7-Gene-Expression-Table.xlsx: Excel file includes expression values.	GPL16791	Tenzin,C,Lhakhang	tenzin.lhakhang@nyumc.org	NYU School of Medicine	550 First Avenue	Manhattan	NY	10016	USA	0	Illumina HiSeq 2500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09216645	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4091781	NONE	Trisomy 9	blastocyst
